PCID,SMILES,Feature,Feature_half,VINA,Tanimoto_48,Tanimoto_52,Tanimoto_68,Tanimoto_69
1637064,CCCCCCC1=C(C2=C(C(=C(C=C2)OC(=O)C)C)OC1=O)C,"[-0.6911467909812927, -2.7631523609161377, 1.4411060810089111, -2.7074902057647705, 6.236825942993164, 0.5178586840629578, -2.2507927417755127, -1.4276032447814941, -0.9238792061805725, 1.4611963033676147, 0.9030234217643738, 2.2041208744049072, 0.6274139881134033, 0.24745240807533264, -3.960373640060425, 0.12805414199829102, -1.505255937576294, 1.8436124324798584, 1.1507400274276733, 1.9944278001785278, 0.6496336460113525, -2.2039318084716797, 8.938782691955566, -0.35992127656936646, 0.15803347527980804, 3.012570858001709, -0.5736664533615112, -3.534966230392456, 0.2038118839263916, -0.6222628355026245, -0.006887614727020264, 0.5866060256958008, 0.11978515982627869, -1.3199563026428223, 0.2547231614589691, -0.18175670504570007, -0.16306397318840027, -0.24972319602966309, -0.04507506266236305, -0.8193077445030212, 0.7515746355056763, 0.27584123611450195, -0.044014886021614075, 0.5557193756103516, 0.39463695883750916, -0.24558687210083008, 0.33131012320518494, 0.18607096374034882, -0.47095760703086853, -0.03639644384384155, -0.05992256850004196, -0.1652476042509079, -0.24106839299201965, 0.2671424448490143, -0.41528555750846863, -0.3281593322753906]","[0.2038118839263916, -0.6222628355026245, -0.006887614727020264, 0.5866060256958008, 0.11978515982627869, -1.3199563026428223, 0.2547231614589691, -0.18175670504570007, -0.16306397318840027, -0.24972319602966309, -0.04507506266236305, -0.8193077445030212, 0.7515746355056763, 0.27584123611450195, -0.044014886021614075, 0.5557193756103516, 0.39463695883750916, -0.24558687210083008, 0.33131012320518494, 0.18607096374034882, -0.47095760703086853, -0.03639644384384155, -0.05992256850004196, -0.1652476042509079, -0.24106839299201965, 0.2671424448490143, -0.41528555750846863, -0.3281593322753906]",-7.1,0.333333333,0.113924051,0.092105263,0.112676056
1641193,C1=CC=C(C=C1)/C=C\\2/C(=O)N(C(=S)S2)CCCCCC(=O)NC3=CC(=CC=C3)O,"[-1.8154739141464233, 2.433527946472168, -2.649477958679199, -3.9530858993530273, 0.5721023082733154, 0.14950133860111237, -2.7447142601013184, 1.2339237928390503, -0.7850903868675232, -0.6950339078903198, 4.290192604064941, 3.43786358833313, -2.197324275970459, -2.6912546157836914, 2.092195749282837, 2.2027618885040283, 5.058079719543457, -2.7332863807678223, 2.5348827838897705, -0.30118420720100403, 2.1128733158111572, 0.6973239183425903, 5.200957775115967, -5.646881103515625, 0.06670066714286804, 0.8049580454826355, 0.5639485120773315, -3.9375922679901123, -0.5479048490524292, -0.32492801547050476, 0.4627995789051056, 0.2971860468387604, 3.5477771759033203, -0.23412738740444183, -0.0003394186496734619, 0.4697593152523041, 0.016634255647659302, 0.07810678333044052, -0.25498518347740173, -0.22646185755729675, 0.21945244073867798, 0.20652176439762115, 0.10787463188171387, 0.3256472945213318, 0.5187520980834961, -0.07427366822957993, 0.08081352710723877, 0.027695296332240105, -0.3080004155635834, 0.20293354988098145, 0.051672980189323425, 0.6717692613601685, -0.5567131638526917, 0.07488885521888733, 0.025859832763671875, 0.5601930618286133]","[-0.5479048490524292, -0.32492801547050476, 0.4627995789051056, 0.2971860468387604, 3.5477771759033203, -0.23412738740444183, -0.0003394186496734619, 0.4697593152523041, 0.016634255647659302, 0.07810678333044052, -0.25498518347740173, -0.22646185755729675, 0.21945244073867798, 0.20652176439762115, 0.10787463188171387, 0.3256472945213318, 0.5187520980834961, -0.07427366822957993, 0.08081352710723877, 0.027695296332240105, -0.3080004155635834, 0.20293354988098145, 0.051672980189323425, 0.6717692613601685, -0.5567131638526917, 0.07488885521888733, 0.025859832763671875, 0.5601930618286133]",-7.2,0.103448276,0.098901099,0.301369863,0.151898734
1653770,CCCCOC(=O)COC1=C(C2=C(C=C1)C(=CC(=O)O2)C3=CC=CC=C3)C,"[0.8156546354293823, -0.5332041382789612, 2.4024834632873535, -0.8576529622077942, 1.8757704496383667, -0.21164964139461517, -3.165600061416626, 1.2566841840744019, -0.6688722372055054, 3.23923659324646, 0.5852802991867065, 2.840083360671997, -0.5356581807136536, 1.3869398832321167, -5.993509292602539, 0.21716934442520142, -0.5269692540168762, 3.347397804260254, 0.921278178691864, -0.5656003952026367, -0.9906070828437805, 1.5700007677078247, 3.7416064739227295, 1.54924738407135, -2.648371934890747, -0.479757159948349, 0.6241657137870789, -3.4589290618896484, 0.2320716381072998, -0.3761937618255615, 0.3271982669830322, -0.05368134379386902, -0.0639859139919281, -0.7081228494644165, 0.019846096634864807, -0.23280248045921326, -0.08062013983726501, -0.5211979746818542, -0.1452113389968872, -0.7572084069252014, 0.7835887670516968, 0.530789852142334, -0.4135279655456543, 0.19800415635108948, 0.39285385608673096, 0.025718241930007935, 0.24242186546325684, -0.07418756932020187, -0.4846445620059967, 0.37596163153648376, 0.54945307970047, -0.320722371339798, -0.4123370945453644, -0.302237331867218, -0.4682146906852722, 0.22224614024162292]","[0.2320716381072998, -0.3761937618255615, 0.3271982669830322, -0.05368134379386902, -0.0639859139919281, -0.7081228494644165, 0.019846096634864807, -0.23280248045921326, -0.08062013983726501, -0.5211979746818542, -0.1452113389968872, -0.7572084069252014, 0.7835887670516968, 0.530789852142334, -0.4135279655456543, 0.19800415635108948, 0.39285385608673096, 0.025718241930007935, 0.24242186546325684, -0.07418756932020187, -0.4846445620059967, 0.37596163153648376, 0.54945307970047, -0.320722371339798, -0.4123370945453644, -0.302237331867218, -0.4682146906852722, 0.22224614024162292]",-7.4,0.315068493,0.136363636,0.144578313,0.12345679
1653775,CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)OCC(=O)OC,"[-0.56735759973526, -1.1740710735321045, -1.5717130899429321, 2.7716259956359863, 1.7653489112854004, 0.7582001686096191, -4.074203968048096, 0.8119494915008545, 0.8816801905632019, 0.5268309712409973, -0.5865890383720398, 1.286839246749878, 2.1938765048980713, -1.580902338027954, -2.7319233417510986, 0.5229371190071106, 1.857843041419983, -0.8271791934967041, 1.4779995679855347, 1.6355512142181396, -1.7433393001556396, 0.43977153301239014, 0.4261370003223419, 1.6527948379516602, -0.8012752532958984, -1.7418066263198853, 2.189842462539673, 1.634918212890625, 0.2469664216041565, -0.3328414559364319, 0.2529435157775879, 0.8910521864891052, -0.10830484330654144, -0.9808588624000549, -0.25934070348739624, -0.3538195788860321, -0.01935182511806488, -0.5473263263702393, -0.3299497961997986, -1.0249627828598022, 0.8546147346496582, -0.07891841232776642, -0.5720381736755371, 0.31013524532318115, 0.48080846667289734, -0.25741705298423767, -0.10800691694021225, 0.25070255994796753, -0.7505303025245667, 0.44097012281417847, -0.002594858407974243, -0.10879021883010864, -0.4618208110332489, 0.5272814631462097, -0.18739104270935059, -0.22000625729560852]","[0.2469664216041565, -0.3328414559364319, 0.2529435157775879, 0.8910521864891052, -0.10830484330654144, -0.9808588624000549, -0.25934070348739624, -0.3538195788860321, -0.01935182511806488, -0.5473263263702393, -0.3299497961997986, -1.0249627828598022, 0.8546147346496582, -0.07891841232776642, -0.5720381736755371, 0.31013524532318115, 0.48080846667289734, -0.25741705298423767, -0.10800691694021225, 0.25070255994796753, -0.7505303025245667, 0.44097012281417847, -0.002594858407974243, -0.10879021883010864, -0.4618208110332489, 0.5272814631462097, -0.18739104270935059, -0.22000625729560852]",-7.1,0.375,0.15,0.101265823,0.121621622
1654715,CCCOC(=O)COC1=C(C2=C(C=C1)C(=CC(=O)O2)C3=CC=CC=C3)C,"[0.8927016258239746, -1.2430076599121094, 1.839012622833252, 0.018976323306560516, 0.6958213448524475, -0.8871521949768066, -3.371802806854248, 1.4418621063232422, -0.384568452835083, 3.0185365676879883, 0.013096954673528671, 2.939481496810913, -0.033134013414382935, 2.1902835369110107, -5.474402904510498, 0.4604071378707886, -0.6450111865997314, 2.9133400917053223, 0.8885232210159302, -0.4400113523006439, -0.20874172449111938, 1.7507951259613037, 2.241152763366699, 2.254274845123291, -2.6296799182891846, -1.2488538026809692, 0.7534767985343933, -3.0553622245788574, 0.20978081226348877, -0.3714349567890167, 0.3375617265701294, -0.06255600601434708, -0.07001613080501556, -0.7059927582740784, -0.0016345307230949402, -0.2816258668899536, -0.08434347808361053, -0.5376634001731873, -0.1352578103542328, -0.7763622403144836, 0.8188697099685669, 0.5359355211257935, -0.4123603105545044, 0.17314866185188293, 0.39843183755874634, 0.050848156213760376, 0.23036807775497437, -0.05339624732732773, -0.49526911973953247, 0.37975573539733887, 0.5698280930519104, -0.30604100227355957, -0.40085625648498535, -0.3341157138347626, -0.48728764057159424, 0.22335577011108398]","[0.20978081226348877, -0.3714349567890167, 0.3375617265701294, -0.06255600601434708, -0.07001613080501556, -0.7059927582740784, -0.0016345307230949402, -0.2816258668899536, -0.08434347808361053, -0.5376634001731873, -0.1352578103542328, -0.7763622403144836, 0.8188697099685669, 0.5359355211257935, -0.4123603105545044, 0.17314866185188293, 0.39843183755874634, 0.050848156213760376, 0.23036807775497437, -0.05339624732732773, -0.49526911973953247, 0.37975573539733887, 0.5698280930519104, -0.30604100227355957, -0.40085625648498535, -0.3341157138347626, -0.48728764057159424, 0.22335577011108398]",-7.4,0.323943662,0.139534884,0.148148148,0.126582278
1666298,CCCOC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)O2,"[-2.1139023303985596, -1.237595796585083, 3.332663059234619, 1.1314131021499634, 1.4586403369903564, -0.11624021828174591, -2.020334482192993, 4.332858562469482, 1.7246822118759155, 0.2884342074394226, -0.22206826508045197, -0.3401987552642822, -1.8546630144119263, -1.9453256130218506, -3.9905765056610107, -0.28332316875457764, -1.3542165756225586, 1.9253615140914917, -0.2514011263847351, -0.1169247105717659, 0.2436653971672058, -0.012173488736152649, 0.31855490803718567, 2.310520887374878, -1.6736842393875122, -1.241029977798462, 2.1301867961883545, -2.2410669326782227, 0.16183698177337646, -0.10447707772254944, -0.05897030234336853, 0.6896617412567139, -0.03628719225525856, -0.016139820218086243, 0.5028911828994751, 0.9111787676811218, 0.22355052828788757, -0.12943999469280243, -0.4221406877040863, -0.5733721256256104, 0.17281398177146912, 0.15523751080036163, -0.2623755931854248, 0.5854421854019165, 0.4590238332748413, -0.23129571974277496, 0.0857599601149559, 0.4663556218147278, -0.5426226854324341, 0.5989536046981812, 0.19449067115783691, -0.11729445308446884, -0.23621657490730286, 0.39479929208755493, -0.29776984453201294, 0.25393253564834595]","[0.16183698177337646, -0.10447707772254944, -0.05897030234336853, 0.6896617412567139, -0.03628719225525856, -0.016139820218086243, 0.5028911828994751, 0.9111787676811218, 0.22355052828788757, -0.12943999469280243, -0.4221406877040863, -0.5733721256256104, 0.17281398177146912, 0.15523751080036163, -0.2623755931854248, 0.5854421854019165, 0.4590238332748413, -0.23129571974277496, 0.0857599601149559, 0.4663556218147278, -0.5426226854324341, 0.5989536046981812, 0.19449067115783691, -0.11729445308446884, -0.23621657490730286, 0.39479929208755493, -0.29776984453201294, 0.25393253564834595]",-7.1,0.333333333,0.12,0.128571429,0.171875
1714671,C1=CC(=CC=C1N2C(=O)/C(=C/C3=C(C=C(C=C3)O)O)/C(=O)N2)Cl,"[-1.6803940534591675, -2.8336267471313477, -3.679641008377075, -0.09394258260726929, -2.606372356414795, -1.8971809148788452, -6.101470470428467, 0.9956192970275879, 3.0740158557891846, -0.09151481837034225, 0.26489317417144775, 4.435088634490967, -2.5693912506103516, -1.7527872323989868, -0.1232890784740448, -3.608888864517212, 2.2073912620544434, -2.9558656215667725, 0.486141562461853, -0.8783522844314575, 0.7405457496643066, -1.5464541912078857, 1.822909951210022, 0.8039417862892151, -3.397890567779541, -1.231987714767456, 0.23203134536743164, -0.09786699712276459, 1.2559345960617065, -0.1053701788187027, 0.6658463478088379, -0.07857915014028549, -6.3013458251953125, -0.2996649742126465, 0.09456037729978561, -0.005365937948226929, 0.3128103017807007, -0.35498055815696716, -0.14292976260185242, -0.11073357611894608, 0.5740081667900085, -0.02718542516231537, 0.5082601308822632, 0.3852882385253906, -0.7186451554298401, -0.46822601556777954, -0.13886791467666626, 0.13610921800136566, -0.27864402532577515, 0.04605213180184364, 0.03362293168902397, -1.356289029121399, -0.08330539613962173, 0.3102186322212219, -0.38196447491645813, 0.08907335251569748]","[1.2559345960617065, -0.1053701788187027, 0.6658463478088379, -0.07857915014028549, -6.3013458251953125, -0.2996649742126465, 0.09456037729978561, -0.005365937948226929, 0.3128103017807007, -0.35498055815696716, -0.14292976260185242, -0.11073357611894608, 0.5740081667900085, -0.02718542516231537, 0.5082601308822632, 0.3852882385253906, -0.7186451554298401, -0.46822601556777954, -0.13886791467666626, 0.13610921800136566, -0.27864402532577515, 0.04605213180184364, 0.03362293168902397, -1.356289029121399, -0.08330539613962173, 0.3102186322212219, -0.38196447491645813, 0.08907335251569748]",-8.3,0.118421053,0.072289157,0.150684932,0.403508772
1714674,C1=CC(=CC=C1N2C(=O)/C(=C\\C3=C(C=C(C=C3)O)O)/C(=O)N2)Cl,"[-1.6803940534591675, -2.8336267471313477, -3.679641008377075, -0.09394258260726929, -2.606372356414795, -1.8971809148788452, -6.101470470428467, 0.9956192970275879, 3.0740158557891846, -0.09151481837034225, 0.26489317417144775, 4.435088634490967, -2.5693912506103516, -1.7527872323989868, -0.1232890784740448, -3.608888864517212, 2.2073912620544434, -2.9558656215667725, 0.486141562461853, -0.8783522844314575, 0.7405457496643066, -1.5464541912078857, 1.822909951210022, 0.8039417862892151, -3.397890567779541, -1.231987714767456, 0.23203134536743164, -0.09786699712276459, -1.346962332725525, -0.12257502973079681, 0.7350512146949768, 0.1404346227645874, 6.5811309814453125, -0.2515934407711029, 0.07719466090202332, 0.1287294328212738, 0.47144556045532227, -0.44247013330459595, -0.15364569425582886, 0.13163772225379944, 0.3267318308353424, 0.15013648569583893, 0.18086101114749908, 0.5115033388137817, 0.18278133869171143, -0.6061481833457947, -0.35074588656425476, 0.11175931245088577, -0.06931067258119583, -0.14207206666469574, -0.15416964888572693, 1.408463954925537, -0.29964396357536316, 0.217518150806427, -0.30496281385421753, 0.007713519036769867]","[-1.346962332725525, -0.12257502973079681, 0.7350512146949768, 0.1404346227645874, 6.5811309814453125, -0.2515934407711029, 0.07719466090202332, 0.1287294328212738, 0.47144556045532227, -0.44247013330459595, -0.15364569425582886, 0.13163772225379944, 0.3267318308353424, 0.15013648569583893, 0.18086101114749908, 0.5115033388137817, 0.18278133869171143, -0.6061481833457947, -0.35074588656425476, 0.11175931245088577, -0.06931067258119583, -0.14207206666469574, -0.15416964888572693, 1.408463954925537, -0.29964396357536316, 0.217518150806427, -0.30496281385421753, 0.007713519036769867]",-7.7,0.118421053,0.072289157,0.150684932,0.403508772
1716154,C1=CC(=CC(=C1)Cl)N2C(=O)/C(=C\\C=C\\C3=CC=CO3)/C(=O)N2,"[0.40715014934539795, -1.4034262895584106, -4.842880725860596, 1.3709214925765991, -2.1857547760009766, -0.930564284324646, -3.7956204414367676, 1.946064829826355, 3.818808078765869, -0.37711024284362793, 1.59381103515625, 4.47094202041626, -3.600980281829834, 0.938836932182312, 0.5959047079086304, 0.6519268155097961, 4.6135735511779785, -2.6521754264831543, 0.32726895809173584, -0.9084835052490234, -0.600672721862793, -3.19974946975708, 3.3451595306396484, -1.6095143556594849, -4.976196765899658, -1.597040057182312, -0.5494548678398132, -0.34201496839523315, -0.44834455847740173, -0.23913824558258057, 0.2749289274215698, -0.1336495578289032, 2.456505537033081, -0.8364995121955872, -0.0623558908700943, 0.4836204946041107, -0.1975635439157486, 0.32472556829452515, -0.5126256942749023, 0.09971407800912857, 0.10983794182538986, -0.1218155175447464, 0.23736827075481415, 0.45712560415267944, 0.2521127462387085, -0.4790463447570801, 0.37876075506210327, 0.0314067006111145, -0.10557153820991516, 0.00012338533997535706, -0.4735656976699829, 0.5266003608703613, -0.36128246784210205, 0.0311797633767128, 0.0652359127998352, 0.5078216791152954]","[-0.44834455847740173, -0.23913824558258057, 0.2749289274215698, -0.1336495578289032, 2.456505537033081, -0.8364995121955872, -0.0623558908700943, 0.4836204946041107, -0.1975635439157486, 0.32472556829452515, -0.5126256942749023, 0.09971407800912857, 0.10983794182538986, -0.1218155175447464, 0.23736827075481415, 0.45712560415267944, 0.2521127462387085, -0.4790463447570801, 0.37876075506210327, 0.0314067006111145, -0.10557153820991516, 0.00012338533997535706, -0.4735656976699829, 0.5266003608703613, -0.36128246784210205, 0.0311797633767128, 0.0652359127998352, 0.5078216791152954]",-7.8,0.098765432,0.081395349,0.128205128,0.35483871
1717840,C1=CC=C2C(=C1)C=CC=C2N3C(=O)/C(=C/C4=CC=CO4)/C(=O)NC3=O,"[-1.5036970376968384, -1.9287266731262207, -2.000495672225952, 1.3697333335876465, 1.3585188388824463, -0.6040742993354797, -3.361039161682129, 3.508561849594116, 2.692030668258667, 2.4184505939483643, -0.018178340047597885, 3.2571637630462646, 0.31322258710861206, -1.4686228036880493, 1.3335498571395874, -0.5866851210594177, 3.905104398727417, -3.3633556365966797, 0.29635149240493774, 1.5058259963989258, -0.47782084345817566, -1.2637571096420288, 0.2824762165546417, -3.4158682823181152, -3.404245138168335, 0.037472836673259735, -0.05804343894124031, -0.3875100910663605, 1.158219337463379, -0.07454843819141388, 0.4337523281574249, -0.03123379684984684, -5.165373802185059, -1.0895805358886719, -0.003688022494316101, 0.09856738895177841, -0.11142140626907349, 0.19422820210456848, -0.017298206686973572, -0.039251118898391724, -0.12706208229064941, -0.06289269030094147, -0.1901167631149292, 0.39743757247924805, -0.46330881118774414, -0.565693199634552, 0.4009797275066376, 0.08104653656482697, -0.19004209339618683, -0.19538381695747375, 0.052814237773418427, -1.1049412488937378, 0.13257691264152527, 0.17485660314559937, -0.350631982088089, 0.3885757625102997]","[1.158219337463379, -0.07454843819141388, 0.4337523281574249, -0.03123379684984684, -5.165373802185059, -1.0895805358886719, -0.003688022494316101, 0.09856738895177841, -0.11142140626907349, 0.19422820210456848, -0.017298206686973572, -0.039251118898391724, -0.12706208229064941, -0.06289269030094147, -0.1901167631149292, 0.39743757247924805, -0.46330881118774414, -0.565693199634552, 0.4009797275066376, 0.08104653656482697, -0.19004209339618683, -0.19538381695747375, 0.052814237773418427, -1.1049412488937378, 0.13257691264152527, 0.17485660314559937, -0.350631982088089, 0.3885757625102997]",-8.7,0.175675676,0.151898734,0.146666667,0.301587302
